Kraken ID,smiles,com,check,symbol,vmin_vmin_boltz,vmin_r_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_eta_boltz,fmo_omega_boltz,somo_ra_boltz,somo_rc_boltz,nbo_P_boltz,nbo_P_ra_boltz,spindens_P_ra_boltz,nbo_P_rc_boltz,spindens_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,nuesp_P_boltz,E_solv_cds_boltz,nbo_lp_P_percent_s_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_e_boltz,nbo_bd_e_max_boltz,nbo_bd_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_e_avg_boltz,nbo_bd_occ_min_boltz,nbo_bd_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bds_occ_avg_boltz,E_solv_total_boltz,E_solv_elstat_boltz,E_oxidation_boltz,E_reduction_boltz,fukui_p_boltz,fukui_m_boltz,vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,Pint_P_int_boltz,Pint_dP_boltz,Pint_P_min_boltz,Pint_P_max_boltz,volume_boltz,surface_area_boltz,sphericity_boltz,dipolemoment_boltz,dipolemoment_min,dipolemoment_max,dipolemoment_delta,dipolemoment_vburminconf,qpole_amp_boltz,qpole_amp_min,qpole_amp_max,qpole_amp_delta,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_min,qpoletens_xx_max,qpoletens_xx_delta,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_min,qpoletens_yy_max,qpoletens_yy_delta,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_min,qpoletens_zz_max,qpoletens_zz_delta,qpoletens_zz_vburminconf,pyr_P_boltz,pyr_P_min,pyr_P_max,pyr_P_delta,pyr_P_vburminconf,pyr_alpha_boltz,pyr_alpha_min,pyr_alpha_max,pyr_alpha_delta,pyr_alpha_vburminconf,vbur_vbur_boltz,vbur_vbur_min,vbur_vbur_max,vbur_vbur_delta,vbur_vbur_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_min,vbur_qvbur_min_max,vbur_qvbur_min_delta,vbur_qvbur_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_min,vbur_qvbur_max_max,vbur_qvbur_max_delta,vbur_qvbur_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_min,vbur_qvtot_min_max,vbur_qvtot_min_delta,vbur_qvtot_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_min,vbur_qvtot_max_max,vbur_qvtot_max_delta,vbur_qvtot_max_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_min,vbur_ovbur_min_max,vbur_ovbur_min_delta,vbur_ovbur_min_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_min,vbur_ovbur_max_max,vbur_ovbur_max_delta,vbur_ovbur_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_min,vbur_ovtot_min_max,vbur_ovtot_min_delta,vbur_ovtot_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_min,vbur_ovtot_max_max,vbur_ovtot_max_delta,vbur_ovtot_max_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_min,vbur_near_vbur_max,vbur_near_vbur_delta,vbur_near_vbur_vburminconf,vbur_far_vbur_boltz,vbur_far_vbur_min,vbur_far_vbur_max,vbur_far_vbur_delta,vbur_far_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_min,vbur_near_vtot_max,vbur_near_vtot_delta,vbur_near_vtot_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_min,vbur_far_vtot_max,vbur_far_vtot_delta,vbur_far_vtot_vburminconf,sterimol_B1_boltz,sterimol_B1_min,sterimol_B1_max,sterimol_B1_delta,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_min,sterimol_B5_max,sterimol_B5_delta,sterimol_B5_vburminconf,sterimol_L_boltz,sterimol_L_min,sterimol_L_max,sterimol_L_delta,sterimol_L_vburminconf,sterimol_burB1_boltz,sterimol_burB1_min,sterimol_burB1_max,sterimol_burB1_delta,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_min,sterimol_burB5_max,sterimol_burB5_delta,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_min,sterimol_burL_max,sterimol_burL_delta,sterimol_burL_vburminconf
780,c1ccc2c(-n3cccc3P(C3CCCCC3)C3CCCCC3)cccc2c1,0,,N,-0.062807,1.815183,-0.214591,-0.053695,-0.134143,0.160896,0.055939,0.04534,-0.351712,0.783904,0.814223,0.003345,1.019779,0.284574,320.789594,284.056236,315.735541,362.577042,1.784353,-0.873019,-0.573557,1.446576,-54.19615,-11.255212,50.651757,1.93143,-0.300519,-0.437872,-0.455158,0.204234,0.218037,1.948634,1.955537,0.046891,0.037035,-18.614385,-7.359173,0.260824,-0.004073,-0.030319,0.235875,439.278071,0.198571,20.305402,4.381908,12.83723,37.731119,525.164386,426.788148,0.737628,0.88439,0.672558,3.155919,2.483362,3.076011,7.796362,6.031953,9.18882,3.156867,6.297283,4.968857,4.24285,6.536925,2.294075,4.550174,0.945726,-0.201484,1.486643,1.688127,-0.201484,-5.914583,-6.457297,-4.212462,2.244835,-4.34869,0.932187,0.868631,0.947754,0.079123,0.868631,17.975436,15.675831,25.668204,9.992374,25.668204,87.231371,55.515573,109.505171,53.989598,55.515573,11.812995,9.816861,14.868581,5.051719,11.754922,39.169054,15.612219,43.417594,27.805375,16.867304,57.211775,43.537709,87.240401,43.702691,66.697628,177.279631,142.871223,211.663036,68.791813,156.507598,24.219695,2.442187,30.683705,28.241517,4.267291,92.036383,51.400085,164.83534,113.435255,89.80997,0,0,0,0,0,21.775751,15.612219,22.224428,6.612209,16.867304,0,0,0,0,0,118.42617,101.524709,183.877314,82.352606,156.507598,64.550617,55.515573,75.837501,20.321927,55.515573,22.680754,0,33.667671,33.667671,0,357.055889,332.189245,439.098832,106.909587,439.098832,80.45499,0,106.722673,106.722673,0,4.456714,3.816515,4.931431,1.114916,4.575912,7.355232,6.52456,8.731757,2.207197,6.734843,7.762907,6.919779,10.517501,3.597722,10.517501,4.259697,3.723561,4.900153,1.176591,4.575912,6.816187,6.045035,7.859059,1.814024,6.357715,7.261579,6.708738,8.388982,1.680244,8.127323
781,CC(C)(C)P(c1cccn1-c1cccc2ccccc12)C(C)(C)C,0,,N,-0.065744,1.802726,-0.219815,-0.053821,-0.136818,0.165994,0.056385,0.046568,-0.363796,0.765889,0.799761,0.001352,1.049704,0.356498,290.774488,242.50344,299.768037,330.051977,1.834576,-0.865333,-0.626212,1.491546,-54.195751,-7.7645,48.959,1.924612,-0.290405,-0.431467,-0.450876,0.185586,0.206715,1.936874,1.94662,0.063266,0.052432,-15.165066,-7.400566,0.265213,-0.003526,-0.033872,0.283815,391.74654,0.245052,19.809,3.967001,13.707499,36.650004,463.535172,367.93372,0.787236,0.856977,0.846544,0.869727,0.023184,0.869727,6.823759,6.805891,6.83838,0.032489,6.805891,3.713698,3.557627,3.904436,0.34681,3.904436,1.733883,1.472195,1.948007,0.475812,1.472195,-5.44758,-5.505634,-5.376631,0.129002,-5.376631,0.867354,0.867104,0.86766,0.000556,0.86766,25.637096,25.594261,25.672146,0.077885,25.594261,95.998441,95.341531,96.535954,1.194423,95.341531,14.916011,14.871718,14.952253,0.080535,14.871718,40.165348,39.987027,40.311257,0.32423,39.987027,54.199205,53.974727,54.382883,0.408156,53.974727,190.579344,188.549406,193.060195,4.510789,193.060195,23.208684,23.025591,23.432448,0.406857,23.432448,121.867279,118.633764,125.81906,7.185295,125.81906,0,0,0,0,0,21.935491,21.771551,22.069634,0.298083,21.771551,0,0,0,0,0,113.487826,111.177398,116.311471,5.134073,116.311471,72.517056,72.191477,72.783459,0.591982,72.191477,23.481385,23.150054,23.752495,0.602441,23.150054,296.422583,294.050709,299.321324,5.270616,299.321324,92.416659,89.624348,94.701446,5.077099,89.624348,3.974605,3.964506,3.986948,0.022442,3.986948,6.972162,6.755057,7.237494,0.482437,7.237494,6.781166,6.774583,6.78921,0.014627,6.78921,3.974605,3.964506,3.986948,0.022442,3.986948,6.859852,6.755057,6.987926,0.232869,6.987926,6.780927,6.774583,6.78868,0.014097,6.78868
782,c1ccc(P(C2CCCCC2)C2CCCCC2)nc1,0,,N,-0.05863,1.808712,-0.22973,-0.040595,-0.135163,0.189135,0.048314,0.066846,-0.412234,0.738594,0.689199,0.038447,1.299734,0.722787,288.473151,246.151108,285.987951,333.280443,1.717981,-0.849099,-0.542259,1.391358,-54.197314,-7.70306,52.390443,1.941506,-0.311738,-0.437314,-0.44841,0.198632,0.20474,1.948892,1.954214,0.038451,0.034978,-12.831074,-5.128014,0.283596,0.013466,0.049395,0.56114,313.943,0.185163,18.925494,3.707631,12.575228,32.861779,384.590493,329.338623,0.77663,1.866489,1.709509,3.067136,1.357626,1.997093,8.648581,7.713407,9.913702,2.200295,9.485084,6.842115,6.079617,6.98857,0.908953,6.496242,-2.233449,-3.070183,0.828731,3.898914,0.403254,-4.608666,-7.387575,-3.628091,3.759483,-6.899496,0.946882,0.885171,0.960322,0.075151,0.885171,15.724763,13.472825,23.603822,10.130997,23.603822,58.127199,51.588201,79.360107,27.771906,51.588201,11.905282,9.843009,13.979562,4.136553,9.906809,18.634236,14.709603,27.779228,13.069625,16.569222,61.450469,37.012211,64.435306,27.423095,55.156745,95.836655,91.651384,101.943451,10.292066,101.390552,6.269807,2.895064,14.753531,11.858467,6.662413,30.804305,25.224829,57.768411,32.543581,46.233807,0,0,0,0,0,17.525341,14.709603,21.753771,7.044168,16.569222,0,0,0,0,0,95.793628,87.790342,101.943451,14.153108,101.390552,56.86624,51.588201,70.81925,19.231049,51.588201,1.260959,0,8.540857,8.540857,0,311.021282,297.719057,314.160084,16.441028,312.753177,2.519184,0,16.098561,16.098561,0,4.374894,3.507955,4.579806,1.071851,4.387836,6.601808,6.084288,6.828153,0.743865,6.547437,7.803306,7.150092,7.902259,0.752167,7.458957,4.29032,3.320128,4.488964,1.168837,4.166756,6.293025,5.961729,6.412776,0.451047,6.160476,7.321962,6.858228,7.411665,0.553437,7.004234
783,c1ccc(-n2c(P(C34CC5CC(CC(C5)C3)C4)C34CC5CC(CC(C5)C3)C4)cc3ccccc32)cc1,0,,N,-0.061789,1.806372,-0.213437,-0.026163,-0.1198,0.187274,0.038319,0.056422,-0.352876,0.814988,0.794794,0.029926,0.948027,0.15247,290.580762,238.855435,300.445133,332.441718,1.846125,-0.923302,-0.570203,1.493505,-54.193498,-13.606567,47.106269,1.912905,-0.284532,-0.438962,-0.456665,0.198535,0.213208,1.938739,1.947983,0.055014,0.045219,-21.266899,-7.660332,0.257284,0.015404,0.020193,0.133039,530.484729,0.176584,21.122836,4.49597,13.693731,38.696721,634.866009,487.145323,0.733298,1.56123,1.523792,1.5808,0.057008,1.5808,9.291039,9.152395,9.363512,0.211116,9.363512,6.7214,6.382961,6.898309,0.515348,6.898309,-0.330844,-0.594741,0.17401,0.768751,-0.594741,-6.390556,-6.556971,-6.303568,0.253403,-6.303568,0.864249,0.86406,0.864347,0.000287,0.864347,25.831097,25.819119,25.854012,0.034892,25.819119,93.675292,93.330256,94.33537,1.005114,93.330256,15.298166,15.283805,15.325641,0.041836,15.283805,39.330479,39.29673,39.395045,0.098315,39.29673,90.424945,90.163912,90.924317,0.760405,90.163912,204.916236,201.646532,206.625378,4.978846,206.625378,22.399595,21.972365,22.622918,0.650553,22.622918,106.481885,98.792504,110.501285,11.70878,110.501285,0,0,0,0,0,21.704473,21.67219,21.721348,0.049158,21.721348,0,0,0,0,0,151.992861,150.8653,152.582261,1.71696,152.582261,71.931482,71.699902,72.37451,0.674609,71.699902,21.74381,21.630354,21.96086,0.330506,21.630354,471.058937,470.134576,471.542119,1.407544,471.542119,59.425793,58.940472,60.354243,1.413771,58.940472,4.990759,4.888426,5.044251,0.155825,5.044251,8.336224,8.333884,8.340702,0.006818,8.333884,8.128119,8.119046,8.145476,0.02643,8.119046,4.808334,4.673018,4.879066,0.206048,4.879066,6.981284,6.980029,6.98194,0.001912,6.98194,7.004495,6.964262,7.025526,0.061263,7.025526
784,CCCCn1cccc1P(C1CCCCC1)C1CCCCC1,0,,N,-0.053993,1.78341,-0.214762,0.008124,-0.103319,0.222886,0.023949,0.096111,-0.391943,0.758409,0.648401,0.168175,0.944256,0.209015,328.486966,288.810064,317.009043,379.641794,1.75521,-0.832604,-0.593869,1.426473,-54.19474,-9.148602,49.78804,1.932687,-0.303275,-0.44102,-0.457103,0.20196,0.217271,1.950023,1.956396,0.048506,0.039296,-14.395829,-5.247227,0.265401,0.052749,0.110009,0.185847,372.188106,0.216495,19.147745,3.965429,12.277315,33.74441,462.367253,383.553398,0.754043,0.625759,0.485893,3.055752,2.569859,2.929505,6.519425,4.146667,9.045893,4.899226,5.056512,5.297959,3.265361,7.286529,4.021168,3.761507,-2.228751,-3.073622,-0.406829,2.666794,-0.406829,-3.069208,-4.689193,-2.407591,2.281602,-3.354679,0.929741,0.872606,0.948611,0.076005,0.872606,18.335094,15.513993,25.336373,9.82238,25.336373,80.577847,56.878387,103.060307,46.18192,56.878387,11.904566,9.810586,19.19758,9.386994,11.638827,34.243365,16.065095,41.26303,25.197935,16.306699,56.27954,43.050954,70.590425,27.539471,57.306824,137.073056,111.739944,153.1339,41.393956,133.690388,19.494047,3.340619,25.491834,22.151215,3.807093,60.395058,41.149519,91.385089,50.235569,76.383564,0.019519,0,0.904708,0.904708,0,21.453671,16.065095,22.137618,6.072522,16.306699,0.020559,0,2.102622,2.102622,0,103.672444,93.327767,133.690388,40.362621,133.690388,64.542021,56.878387,79.181258,22.302871,56.878387,16.035827,0,32.29649,32.29649,0,330.532944,307.062076,372.725193,65.663117,372.725193,39.847073,0,64.666194,64.666194,0,4.39534,3.828809,4.752214,0.923405,4.473584,6.78798,6.012599,7.997305,1.984706,6.79052,7.604938,6.741011,10.831105,4.090094,9.2581,4.171701,3.611749,4.619324,1.007575,4.235917,6.499449,6.012599,7.745184,1.732584,6.386944,7.171518,6.65492,7.682555,1.027634,7.682555
785,CN(P(OC1=CC=C(C=CC=C2)C2=[C@]13)OC4=[C@]3C(C=CC=C5)=C5C=C4)C,1,,N,-0.032635,1.917113,-0.21907,-0.05533,-0.1372,0.16374,0.057481,0.03111,-0.36086,1.45923,1.43297,0.01426,1.49535,0.02586,98.3536,-40.6616,83.3239,252.3985,2.186102,-1.149825,-0.607436,1.757261,-54.099166,-7.97,64.32,1.95688,-0.37698,-0.6285,-0.6285,0.2222,0.2222,1.98076,1.98076,0.08576,0.08576,-15.882265,-7.912265,0.262637,-0.012044,0.02626,0.03612,378.969091,0.122121,20.34,4.59,12.75,36.35,429.04997,365.77373,0.752102,1.757895,1.757895,1.757895,0,1.757895,15.047624,15.047624,15.047624,0,15.047624,10.088486,10.088486,10.088486,0,10.088486,1.028841,1.028841,1.028841,0,1.028841,-11.117326,-11.117326,-11.117326,0,-11.117326,0.929532,0.929532,0.929532,0,0.929532,17.383624,17.383624,17.383624,0,17.383624,46.280235,46.280235,46.280235,0,46.280235,9.060672,9.060672,9.060672,0,9.060672,15.780609,15.780609,15.780609,0,15.780609,24.321025,24.321025,24.321025,0,24.321025,206.68528,206.68528,206.68528,0,206.68528,6.719937,6.719937,6.719937,0,6.719937,182.364255,182.364255,182.364255,0,182.364255,0,0,0,0,0,15.780609,15.780609,15.780609,0,15.780609,0,0,0,0,0,206.68528,206.68528,206.68528,0,206.68528,46.280235,46.280235,46.280235,0,46.280235,0,0,0,0,0,375.195514,375.195514,375.195514,0,375.195514,0,0,0,0,0,3.046606,3.046606,3.046606,0,3.046606,9.178995,9.178995,9.178995,0,9.178995,11.885678,11.885678,11.885678,0,11.885678,3.046606,3.046606,3.046606,0,3.046606,6.766797,6.766797,6.766797,0,6.766797,7.127721,7.127721,7.127721,0,7.127721
790,Cc1cc(C)c(-c2cccc3ccc(P(C4CCCCC4)C4CCCCC4)cc23)c(C)c1,0,,N,-0.060281,1.820805,-0.22197,-0.050504,-0.136237,0.171467,0.054125,0.037676,-0.34688,0.77935,0.755313,0.012438,1.023559,0.304928,295.615353,265.925619,302.730219,318.190321,1.704527,-0.79176,-0.595348,1.387108,-54.195754,-12.051384,50.829094,1.932886,-0.303576,-0.436961,-0.449299,0.197992,0.211209,1.945849,1.954547,0.03875,0.033181,-19.358628,-7.307244,0.26547,-0.006329,0.024036,0.244209,508.008108,0.104948,20.967922,4.976199,13.028593,41.712832,613.713173,490.345364,0.712311,1.473966,0.960765,1.54664,0.585875,1.435062,7.981053,4.835608,9.369499,4.533891,9.3215,5.815169,3.537881,6.207036,2.669155,5.680004,-0.386192,-1.777905,1.547292,3.325198,1.547292,-5.428977,-7.227296,-3.286866,3.94043,-7.227296,0.93368,0.882152,0.952124,0.069971,0.882152,17.796248,14.896725,24.094261,9.197535,24.094261,53.314724,51.347643,67.651205,16.303562,51.347643,11.41356,9.876478,12.09275,2.216272,11.386764,14.860661,14.514019,27.525073,13.011054,15.113322,57.189166,45.237524,92.314309,47.076785,58.314717,197.142962,173.663287,281.203935,107.540648,212.21318,3.31396,3.089602,15.490894,12.401291,3.089602,121.825817,68.091358,214.099593,146.008235,153.009052,0,0,0,0,0,14.803023,14.514019,21.754817,7.240798,15.113322,0,0,0,0,0,191.496964,173.663287,240.952887,67.2896,212.21318,53.239896,51.347643,63.26991,11.922267,51.347643,0.074827,0,5.829873,5.829873,0,500.816099,416.765441,508.147364,91.381924,506.538371,6.635366,0,89.07676,89.07676,0,4.363842,3.905075,5.021327,1.116252,4.505659,7.896771,7.522764,9.413262,1.890498,8.114779,10.653633,7.542851,12.154504,4.611653,10.179659,4.181632,3.738886,4.921726,1.18284,4.277392,6.477468,6.06929,7.72502,1.65573,6.124958,7.391926,7.081607,7.405465,0.323857,7.238182
791,CC(C)c1cc(C(C)C)c(-c2cccc3ccc(P(C4CCCCC4)C4CCCCC4)cc23)c(C(C)C)c1,0,,N,-0.059782,1.817414,-0.221754,-0.050828,-0.136291,0.170926,0.054343,0.034152,-0.345659,0.779493,0.755805,0.011125,1.01045,0.289051,293.422562,262.412212,296.328617,321.526761,1.708227,-0.795831,-0.594039,1.38987,-54.195036,-12.815687,50.747939,1.931105,-0.303678,-0.43839,-0.450125,0.198422,0.210615,1.946714,1.954795,0.038264,0.033368,-20.7439,-7.928213,0.263657,-0.008225,0.023688,0.230956,613.694544,0.088846,21.394856,5.308422,13.066782,44.593893,749.562176,563.693593,0.708214,1.325322,1.075478,1.484192,0.408714,1.339468,9.2004,5.754999,10.073508,4.31851,9.046573,6.51484,4.361054,7.065255,2.704202,5.955283,-0.046744,-1.553829,1.540103,3.093932,0.806694,-6.468096,-7.400293,-3.695754,3.704539,-6.761977,0.930536,0.878156,0.951613,0.073457,0.892756,18.171064,15.028661,24.659602,9.630941,22.81374,54.524563,51.518126,78.773355,27.255229,51.518126,11.437025,9.841963,14.940748,5.098785,9.89112,15.81138,14.570498,28.168304,13.597806,16.437438,67.746212,46.027129,124.937806,78.910677,60.530686,262.663784,189.755456,367.565848,177.810393,306.207174,4.114656,2.657644,15.442782,12.785139,6.546317,176.475349,48.61525,301.412646,252.797396,230.946917,0,0,0,0,0,15.531666,14.570498,21.860453,7.289955,16.437438,0,0,0,0,0,252.715818,189.755456,320.674337,130.918881,306.207174,54.076453,51.518126,71.562888,20.044763,51.518126,0.44811,0,12.870903,12.870903,0,598.857184,451.840961,614.48756,162.646599,613.815866,11.646928,0,161.916655,161.916655,0,4.440782,3.869715,5.121146,1.251431,4.581695,8.601436,7.431561,11.006577,3.575016,10.063202,11.573088,7.476215,13.225984,5.749769,11.169442,4.289639,3.631624,4.907252,1.275629,4.581695,6.457933,6.047319,7.817765,1.770446,6.850097,7.341772,6.969465,7.415947,0.446482,7.048947
792,Cc1cc(C)c(-c2cccc3ccc(P(C4CCCC4)C4CCCC4)cc23)c(C)c1,0,,N,-0.058558,1.820159,-0.226008,-0.051328,-0.138668,0.17468,0.055048,0.037491,-0.351262,0.782814,0.756769,0.016507,0.940791,0.186202,291.632704,258.121943,288.749263,328.026915,1.653693,-0.781176,-0.563154,1.344329,-54.194944,-11.536157,51.887392,1.939766,-0.309538,-0.445271,-0.452977,0.207406,0.216031,1.952783,1.956601,0.034045,0.031986,-18.762366,-7.226209,0.270382,-0.006811,0.026045,0.157977,476.932006,0.11484,20.590491,4.91458,12.825144,38.889245,572.50817,474.643802,0.702582,1.435467,0.963561,1.533868,0.570307,1.444071,7.195853,5.330123,10.612684,5.282561,10.612684,5.5295,3.560869,6.522796,2.961927,6.359307,-1.125337,-1.758125,1.995544,3.753669,1.917791,-4.404163,-8.277098,-3.608199,4.668899,-8.277098,0.946211,0.896545,0.953789,0.057243,0.903791,15.922802,14.758502,22.560285,7.801783,21.59958,54.771256,49.406444,73.409956,24.003512,49.406444,12.036792,9.824182,13.938771,4.114589,11.161894,15.224829,14.450219,23.783872,9.333653,14.872764,66.504776,32.109099,87.416757,55.307658,50.350374,194.305242,172.103829,285.602244,113.498415,238.777344,3.018029,2.053111,10.808379,8.755268,3.24858,113.297151,70.703389,249.073247,178.369858,161.789359,0.000036,0,0.167345,0.167345,0,15.150804,14.450219,20.721463,6.271244,14.872764,0.000133,0,0.616451,0.616451,0,183.361793,172.103829,251.841115,79.737286,238.777344,54.679972,49.406444,68.91152,19.505076,49.406444,0.091284,0,4.498436,4.498436,0,463.846992,377.890027,477.180269,99.290242,476.082673,11.214339,0,96.572412,96.572412,0,4.306687,3.045547,4.690985,1.645438,4.099473,7.78804,7.542516,9.74619,2.203673,8.799037,11.198321,7.329554,12.29642,4.966865,9.626124,4.155767,3.045547,4.632693,1.587146,4.026579,6.282626,6.02852,7.706729,1.678209,6.02852,7.254628,6.872071,7.415487,0.543416,7.415487
793,CC(C)c1cc(C(C)C)c(-c2cccc3ccc(P(C4CCCC4)C4CCCC4)cc23)c(C(C)C)c1,0,,N,-0.058389,1.821293,-0.227485,-0.051647,-0.139566,0.175838,0.05541,0.034273,-0.350183,0.783896,0.760437,0.012276,0.858699,0.077062,291.750477,258.551552,289.001507,327.698322,1.662735,-0.785142,-0.566558,1.351699,-54.194443,-12.536437,51.732411,1.941457,-0.309402,-0.447655,-0.453624,0.209092,0.215823,1.955076,1.956544,0.033334,0.032039,-20.424803,-7.888366,0.270767,-0.008574,0.023459,0.074802,582.954703,0.095226,21.016718,5.222816,12.876351,41.019652,709.623854,561.432379,0.685526,1.295032,1.076339,1.514691,0.438352,1.449208,7.898276,6.113122,10.642997,4.529876,10.642997,6.04648,4.510602,7.246835,2.736233,6.342445,-1.124043,-1.644385,1.973361,3.617746,1.973361,-4.922437,-8.315806,-3.767327,4.548479,-8.315806,0.945709,0.892849,0.949843,0.056994,0.892849,15.988222,15.385299,22.971034,7.585736,22.971034,55.512898,50.600867,79.493983,28.893116,50.600867,12.434136,9.909947,14.54958,4.639633,11.220465,15.024938,14.170962,27.339948,13.168986,15.634183,88.911911,35.70269,114.341184,78.638493,47.389323,239.89721,180.881594,368.946027,188.064432,340.206894,2.430633,1.629519,17.291942,15.662422,3.995356,129.459081,44.936247,303.929255,258.993008,267.287738,0,0,0.163161,0.163161,0,14.783395,14.170962,20.853247,6.682285,15.634183,0,0,0.211572,0.211572,0,198.538145,180.881594,340.074132,159.192538,340.074132,55.217016,50.600867,66.838537,16.23767,50.600867,0.295882,0,13.119828,13.119828,0,535.068706,417.999155,583.312244,165.313089,579.114849,45.643866,0,163.7186,163.7186,0.138936,4.692653,3.07018,5.063473,1.993294,3.959097,8.076882,7.435449,11.054049,3.6186,10.434968,11.400159,6.95635,13.31629,6.35994,10.43343,4.222516,3.07018,4.661427,1.591247,3.660057,6.525817,6.046911,7.977536,1.930625,7.025576,7.3281,6.704767,7.403212,0.698444,7.291119
794,Cc1cc(C)c(-c2cccc3ccc(P(c4ccc5cccc(-c6c(C)cc(C)cc6C)c5c4)C4CCCCC4)cc23)c(C)c1,0,,N,-0.053251,1.841098,-0.218468,-0.052149,-0.135308,0.166319,0.055042,0.021853,-0.332275,0.792878,0.765536,0.013534,0.996165,0.253991,291.420923,271.355286,286.49445,316.413032,1.725374,-0.813527,-0.589246,1.402773,-54.185703,-14.833534,50.319601,1.908715,-0.306881,-0.445711,-0.462765,0.197693,0.2178,1.948448,1.952696,0.036687,0.033975,-25.492947,-10.659413,0.256736,-0.014934,0.027341,0.203288,689.561314,0.074318,22.542636,5.72234,13.51478,48.478035,813.613214,595.961896,0.707396,1.335939,1.061064,1.592163,0.531098,1.35972,9.947504,4.837557,11.138488,6.300931,10.582764,4.968326,2.697324,7.645217,4.947893,4.786697,3.04664,-1.443951,4.100762,5.544713,3.836667,-8.014965,-9.080372,-2.898664,6.181708,-8.623364,0.936833,0.909253,0.944537,0.035284,0.919572,17.337019,16.224178,20.869137,4.644959,19.471958,51.246784,50.081053,64.02087,13.939817,50.081053,11.050435,9.737372,11.866834,2.129462,11.134701,14.620475,14.286012,25.727163,11.441151,14.449173,77.178265,48.675736,97.441119,48.765383,57.534844,238.438555,213.543438,380.23733,166.693892,252.955232,3.50229,2.309357,14.185605,11.876247,2.670195,136.874127,123.961601,305.38226,181.420659,160.47674,0,0,0,0,0,14.610545,14.286012,21.343776,7.057765,14.449173,0,0,0,0,0,235.737077,213.543438,302.942078,89.39864,252.955232,51.235453,50.081053,60.898844,10.817792,50.081053,0.011331,0,4.381295,4.381295,0,685.30741,593.609278,690.490071,96.880792,687.536192,3.359638,0,96.582225,96.582225,0,4.936359,3.910399,5.084035,1.173636,4.21981,8.612284,7.992621,9.388562,1.395942,9.004725,11.11087,8.591074,11.712412,3.121338,10.771422,4.477035,3.687489,4.999758,1.312269,4.046603,6.422324,6.060267,7.953144,1.892877,6.332894,7.186714,7.097468,7.339944,0.242476,7.228673
